,original_label,score_x,twitter_id,Comments_x,MR1_label,score_y,Comments_y,MR2_label,score,Comments
10,m,0.3138737976551056,1467812416,spring break in plain city... it's snowing ,3 stars,0.30961114168167114,spring break in plain city... it's snowing @Stratos What you are seeing is how we work daily--which inevitably making us dependent on the method for *every* decision ,3 stars,0.32472431659698486,spring break in plain city... it's snowing @Stratos What you are seeing is how we work daily--which inevitably making us dependent on the method for *every* decision @mamasvan lol - nope! but i did have complete #camerafail 
11,n,0.3332090973854065,1467812579,I just re-pierced my ears ,5 stars,0.5178385376930237,I just re-pierced my ears @prophpeezy Is on his way! U should follow him !  he's real good ppl,1 star,0.3817056715488434,I just re-pierced my ears @prophpeezy Is on his way! U should follow him !  he's real good pplspencer is not a good guy. 
12,n,0.36073508858680725,1467812723,@caregiving I couldn't bear to watch it.  And I thought the UA loss was embarrassing . . . . .,1 star,0.41918087005615234,@caregiving I couldn't bear to watch it.  And I thought the UA loss was embarrassing . . . . .@24Lakers7 Good morning   Just here waiting 2have my coffee. Late start this morning...just got home from dropping off kids.,1 star,0.5819493532180786,"@caregiving I couldn't bear to watch it.  And I thought the UA loss was embarrassing . . . . .@24Lakers7 Good morning   Just here waiting 2have my coffee. Late start this morning...just got home from dropping off kids.@carolrainbow no Internet at home, have to drive into Ox to use Internet because of builders! "
13,m,0.3292035162448883,1467812771,"@octolinz16 It it counts, idk why I did either. you never talk to me anymore ",3 stars,0.2585200369358063,"@octolinz16 It it counts, idk why I did either. you never talk to me anymore @mayerskibb44 lol you bettterrr  i love how were quoting our best friends songs lol",2 stars,0.32728680968284607,"@octolinz16 It it counts, idk why I did either. you never talk to me anymore @mayerskibb44 lol you bettterrr  i love how were quoting our best friends songs lol@nicolerichie OH MY YES!! i miss "
14,m,0.395435094833374,1467812784,"@smarrison i would've been the first, but i didn't have a gun.    not really though, zac snyder's just a doucheclown.",3 stars,0.48973721265792847,"@smarrison i would've been the first, but i didn't have a gun.    not really though, zac snyder's just a doucheclown.@salancaster  hope your ok.",1 star,0.5235253572463989,"@smarrison i would've been the first, but i didn't have a gun.    not really though, zac snyder's just a doucheclown.@salancaster  hope your ok.@Starrbby too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks "
15,n,0.2513047456741333,1467812799,@iamjazzyfizzle I wish I got to watch it with you!! I miss you and @iamlilnicki  how was the premiere?!,5 stars,0.4707118272781372,"@iamjazzyfizzle I wish I got to watch it with you!! I miss you and @iamlilnicki  how was the premiere?!surprisingly productive day, despite staying up til 4.30 watching the Lakers demolish Orlando ",5 stars,0.4289253354072571,"@iamjazzyfizzle I wish I got to watch it with you!! I miss you and @iamlilnicki  how was the premiere?!surprisingly productive day, despite staying up til 4.30 watching the Lakers demolish Orlando @marykatherine_q i know! I heard it this afternoon and wondered the same thing. Moscow is so behind the times "
16,n,0.38041016459465027,1467812964,Hollis' death scene will hurt me severely to watch on film  wry is directors cut not out now?,2 stars,0.3385336697101593,Hollis' death scene will hurt me severely to watch on film  wry is directors cut not out now?@JewelsLB we might as well direct deposit our check into their acct ,1 star,0.4939713180065155,Hollis' death scene will hurt me severely to watch on film  wry is directors cut not out now?@JewelsLB we might as well direct deposit our check into their acct RIP Sandra....its so sad    how can someone do something like that??
17,n,0.5478835105895996,1467813137,about to file taxes ,1 star,0.5675014853477478,about to file taxes @jodiesays you still smell ,1 star,0.6735771298408508,about to file taxes @jodiesays you still smell @Solacetech lol yeah all we'd need is someone who could sell and do the damn thing 
18,p,0.7039105892181396,1467813579,@LettyA ahh ive always wanted to see rent  love the soundtrack!!,5 stars,0.3353561460971832,@LettyA ahh ive always wanted to see rent  love the soundtrack!!My thoughts are with Sandra Cantu's family at this difficult and sad time ,1 star,0.2800488770008087,@LettyA ahh ive always wanted to see rent  love the soundtrack!!My thoughts are with Sandra Cantu's family at this difficult and sad time @marieclr I was serious  LOL
19,n,0.5524377226829529,1467813782,@FakerPattyPattz Oh dear. Were you drinking out of the forgotten table drinks? ,1 star,0.5010272860527039,"@FakerPattyPattz Oh dear. Were you drinking out of the forgotten table drinks? @pauloCanning  Well, they claim to have finished ",1 star,0.5632692575454712,"@FakerPattyPattz Oh dear. Were you drinking out of the forgotten table drinks? @pauloCanning  Well, they claim to have finished Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are "
20,m,0.378595769405365,1467813985,@alydesigns i was out most of the day so didn't get much done ,4 stars,0.2185802310705185,"@alydesigns i was out most of the day so didn't get much done is getting a shower, going to the doctors, picking up some groceries, then going to a concert! ",1 star,0.7310974597930908,"@alydesigns i was out most of the day so didn't get much done is getting a shower, going to the doctors, picking up some groceries, then going to a concert! @LoveMeagan it doesn't work your fan is upset "
21,n,0.4624771773815155,1467813992,"one of my friend called me, and asked to meet with her at Mid Valley today...but i've no time *sigh* ",5 stars,0.42545297741889954,"one of my friend called me, and asked to meet with her at Mid Valley today...but i've no time *sigh* @theiBlog Your totally welcome! Ur a good read ",5 stars,0.49581632018089294,"one of my friend called me, and asked to meet with her at Mid Valley today...but i've no time *sigh* @theiBlog Your totally welcome! Ur a good read Congrats to @axioslaw for coming out of hiding! It's about time! "
22,n,0.4814572036266327,1467814119,@angry_barista I baked you a cake but I ated it ,1 star,0.3491038382053375,@angry_barista I baked you a cake but I ated it @sarah2175 thanks for the follow Friday ,1 star,0.5855711102485657,@angry_barista I baked you a cake but I ated it @sarah2175 thanks for the follow Friday @RacingComm  and this person works for ISC???  uuuuuhhhhh..........     
23,n,0.39907655119895935,1467814180,this week is not going as i had hoped ,5 stars,0.31914833188056946,"this week is not going as i had hoped &quot;butterly in the sky - i can go twice as high, take a look it's in a book.. reading rainbow&quot;!!!! reading rainbowwww! loved that show  ",1 star,0.47384709119796753,"this week is not going as i had hoped &quot;butterly in the sky - i can go twice as high, take a look it's in a book.. reading rainbow&quot;!!!! reading rainbowwww! loved that show  @terrencej106 wassup papa we miss u!!! Glad 2 have u back! "
24,n,0.573030412197113,1467814192,blagh class at 8 tomorrow ,1 star,0.34247609972953796,blagh class at 8 tomorrow thanks nora~good luck for ur paper tomorrow ,1 star,0.4922487735748291,blagh class at 8 tomorrow thanks nora~good luck for ur paper tomorrow @JustAmandaBlack yeah 
25,p,0.370082288980484,1467814438,I hate when I have to call and wake people up ,1 star,0.4221346080303192,"I hate when I have to call and wake people up @unicorn27 no chance, I'm spending it tomorrow at the charity do! ",1 star,0.8021427392959595,"I hate when I have to call and wake people up @unicorn27 no chance, I'm spending it tomorrow at the charity do! Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it "
26,p,0.31681644916534424,1467814783,Just going to cry myself to sleep after watching Marley and Me.  ,5 stars,0.8021411299705505,"Just going to cry myself to sleep after watching Marley and Me.  @slunicko Wow, awesome find. Now to play around with this ",5 stars,0.6238282322883606,"Just going to cry myself to sleep after watching Marley and Me.  @slunicko Wow, awesome find. Now to play around with this No picnic  my phone smells like citrus."
27,n,0.37843799591064453,1467814883,im sad now  Miss.Lilly,5 stars,0.5219677090644836,"im sad now  Miss.Lilly@riancurtis  i'm here, friend, and i love you.",1 star,0.489616721868515,"im sad now  Miss.Lilly@riancurtis  i'm here, friend, and i love you.monkeys??? i just found out you my twin and you wont even write back.  i'm heartbroken"
28,m,0.3713419437408447,1467815199,ooooh.... LOL  that leslie.... and ok I won't do it again so leslie won't  get mad again ,3 stars,0.3795285224914551,ooooh.... LOL  that leslie.... and ok I won't do it again so leslie won't  get mad again @lisamariemary Like the background ,2 stars,0.476131796836853,ooooh.... LOL  that leslie.... and ok I won't do it again so leslie won't  get mad again @lisamariemary Like the background wonders why someone that u like so much can make you so unhappy in a split seccond . depressed . 
29,n,0.5684812068939209,1467815753,Meh... Almost Lover is the exception... this track gets me depressed every time. ,2 stars,0.5554357171058655,Meh... Almost Lover is the exception... this track gets me depressed every time. Love is the reason. Spread the word. ,2 stars,0.5967175364494324,Meh... Almost Lover is the exception... this track gets me depressed every time. Love is the reason. Spread the word. Poor cameron (the hills) 
30,n,0.48847609758377075,1467815923,some1 hacked my account on aim  now i have to make a new one,1 star,0.42611196637153625,some1 hacked my account on aim  now i have to make a new oneWondering what shenanigans my daughter and I will get in to today.. lol ,1 star,0.5467015504837036,some1 hacked my account on aim  now i have to make a new oneWondering what shenanigans my daughter and I will get in to today.. lol @mediocre_mum that's not a problem...that's a disaster 
31,n,0.4535369575023651,1467815924,@alielayus I want to go to promote GEAR AND GROOVE but unfornately no ride there  I may b going to the one in Anaheim in May though,1 star,0.5446026921272278,@alielayus I want to go to promote GEAR AND GROOVE but unfornately no ride there  I may b going to the one in Anaheim in May thoughOhio for Shakiras wedddddddding ,1 star,0.5150204300880432,@alielayus I want to go to promote GEAR AND GROOVE but unfornately no ride there  I may b going to the one in Anaheim in May thoughOhio for Shakiras wedddddddding is tireddddddd. want to sleep but i have an assignment to finish and an exam tomorrow to study for 
32,m,0.3075931966304779,1467815988,thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon! ,1 star,0.2932243049144745,thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon! @SIX3INHEELS wow you active today!!! Good night last night?? ,1 star,0.39097729325294495,thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon! @SIX3INHEELS wow you active today!!! Good night last night?? poor socks  luvvvvv the golden retriever!! I want one sighhhh
33,p,0.8360430002212524,1467816149,@julieebaby awe i love you too!!!! 1 am here  i miss you,5 stars,0.7853280305862427,@julieebaby awe i love you too!!!! 1 am here  i miss youThis week just seems to get longer and longer in terms of how much I need to do.. and how much I'm actually going to get done ,5 stars,0.6690638661384583,@julieebaby awe i love you too!!!! 1 am here  i miss youThis week just seems to get longer and longer in terms of how much I need to do.. and how much I'm actually going to get done is watching the hill . . .and its making me sad 
34,n,0.3112548291683197,1467816665,@HumpNinja I cry my asian eyes to sleep at night ,5 stars,0.5778766870498657,"@HumpNinja I cry my asian eyes to sleep at night Yay, scored great Pink seats.  Section 124 row 2! http://www.wachoviacenter.com/seating/images/pink.jpg",1 star,0.39630717039108276,"@HumpNinja I cry my asian eyes to sleep at night Yay, scored great Pink seats.  Section 124 row 2! http://www.wachoviacenter.com/seating/images/pink.jpgStill 3 more days until my Internet gets uncapped "
35,m,0.5439402461051941,1467816749,ok I'm sick and spent an hour sitting in the shower cause I was too sick to stand and held back the puke like a champ. BED now ,3 stars,0.5471358895301819,ok I'm sick and spent an hour sitting in the shower cause I was too sick to stand and held back the puke like a champ. BED now Just remembered FONGING.  Must bring materials to GITAP ,3 stars,0.5507936477661133,"ok I'm sick and spent an hour sitting in the shower cause I was too sick to stand and held back the puke like a champ. BED now Just remembered FONGING.  Must bring materials to GITAP @x_Untouched Crap. Did that not get resolved yet? :/ What have you found out so far? And yay, glad you're good.  It's WA here--POURING."
36,n,0.43901199102401733,1467817225,@cocomix04 ill tell ya the story later  not a good day and ill be workin for like three more hours...,1 star,0.3333822190761566,"@cocomix04 ill tell ya the story later  not a good day and ill be workin for like three more hours...@PaulaAbdul awww, Good luck Paula!! Please don't work too hard  but I hope you have fun  Your new album is gonna be amazing!  xxx",1 star,0.42357003688812256,"@cocomix04 ill tell ya the story later  not a good day and ill be workin for like three more hours...@PaulaAbdul awww, Good luck Paula!! Please don't work too hard  but I hope you have fun  Your new album is gonna be amazing!  xxx@brookeadoodle not yet... Should b there today and I get back tomorrow "
37,n,0.7087969183921814,1467817374,@MissXu sorry! bed time came here (GMT+1)   http://is.gd/fNge,1 star,0.7227000594139099,@MissXu sorry! bed time came here (GMT+1)   http://is.gd/fNge@exmoorjane yuck! that food put me right off my tea and biscuits ,1 star,0.7387248873710632,@MissXu sorry! bed time came here (GMT+1)   http://is.gd/fNge@exmoorjane yuck! that food put me right off my tea and biscuits last one!!! but still not done!!! 
38,n,0.4745776951313019,1467817502,@fleurylis I don't either. Its depressing. I don't think I even want to know about the kids in suitcases. ,1 star,0.47113093733787537,@fleurylis I don't either. Its depressing. I don't think I even want to know about the kids in suitcases. buttload of homework! ,1 star,0.5295196771621704,@fleurylis I don't either. Its depressing. I don't think I even want to know about the kids in suitcases. buttload of homework! @Tatiana_K nope they didn't have it 
39,m,0.2305210679769516,1467818007,Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend ,5 stars,0.3450387418270111,"Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend @DonnieWahlberg Oh how I wish I could be there!! BUT I still have hope for an after party in HOUSTON!! Last concert, u gott do it! ",5 stars,0.26542121171951294,"Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend @DonnieWahlberg Oh how I wish I could be there!! BUT I still have hope for an after party in HOUSTON!! Last concert, u gott do it! @uncbear08 UNC Blue is Pantone 288. UNC Gold is Pantone 122. UNC Gold Metallic is Pantone 873. UNC Gold Foil is Kurz 420. "
40,m,0.36878475546836853,1467818020,really don't feel like getting up today... but got to study to for tomorrows practical exam... ,3 stars,0.2958570122718811,really don't feel like getting up today... but got to study to for tomorrows practical exam... Thanks for bursting my bubble ,2 stars,0.2969035506248474,really don't feel like getting up today... but got to study to for tomorrows practical exam... Thanks for bursting my bubble @cococourtney i was just listening to the sweets for the first time in forever! i miss them so much  can we go to chi town for visits plz?
41,p,0.35628482699394226,1467818481,He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart ,5 stars,0.6381775736808777,He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart @mayerskibb44 lol you bettterrr  i love how were quoting our best friends songs lol,1 star,0.5023588538169861,"He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart @mayerskibb44 lol you bettterrr  i love how were quoting our best friends songs lolI miss you twitter. My phone broke, now I'm using a stupid Nokia phone. Ughhh, I miss my advance phone. "
42,n,0.5822908878326416,1467818603,"Sad, sad, sad. I don't know why but I hate this feeling  I wanna sleep and I still can't!",2 stars,0.3413201868534088,"Sad, sad, sad. I don't know why but I hate this feeling  I wanna sleep and I still can't!Welcome to Day 2 of fast forward though Claudia's story. Unsubscribe if you're getting bored. I swear it's pretty interesting on my end. ",1 star,0.5678501129150391,"Sad, sad, sad. I don't know why but I hate this feeling  I wanna sleep and I still can't!Welcome to Day 2 of fast forward though Claudia's story. Unsubscribe if you're getting bored. I swear it's pretty interesting on my end. I just saw that they found that Tracy girl in a piece of luggage... How fucking terrible "
43,p,0.2698414921760559,1467818900,@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it ,4 stars,0.27824220061302185,@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it Greetings from the piano bench  (photo) http://twitpic.com/6oe8i,2 stars,0.37474170327186584,@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it Greetings from the piano bench  (photo) http://twitpic.com/6oe8iFinally gave in and was bored enough to start this thing. I think the 140 is going to be a problem for me tho.  its like a myspace status.
44,n,0.5483695864677429,1467819022,Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family.,1 star,0.5183761715888977,"Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family.@waihang good, we have a new toy~ ",1 star,0.613514244556427,"Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family.@waihang good, we have a new toy~ @imaginarypeach now your leaving me  .... -gets sad-"
45,m,0.3354961574077606,1467819650,@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... ,3 stars,0.34548884630203247,@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... @JewelsLB we might as well direct deposit our check into their acct ,1 star,0.5292083621025085,@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... @JewelsLB we might as well direct deposit our check into their acct stupid movies we watched... mirrors ugggggh... stooopeeed!!! rip off! 
46,m,0.33474114537239075,1467819712,"Just checked my user timeline on my blackberry, it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?",3 stars,0.3317781984806061,"Just checked my user timeline on my blackberry, it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?@BFHeroes hope its done soon ",1 star,0.4064340591430664,"Just checked my user timeline on my blackberry, it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?@BFHeroes hope its done soon @TheLeagueSF Not Fun &amp; Furious? The new mantra for the Bay 2 Breakers? It was getting 2 rambunctious;the city overreacted &amp; clamped down "
47,n,0.7638223171234131,1467819812,Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it ,1 star,0.6494237780570984,Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it @SubHeart Good morning. ,1 star,0.8294945359230042,Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it @SubHeart Good morning. @Starrbby too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks 
48,n,0.39968979358673096,1467820206,is strangely sad about LiLo and SamRo breaking up. ,2 stars,0.37832722067832947,"is strangely sad about LiLo and SamRo breaking up. @pauloCanning  Well, they claim to have finished ",2 stars,0.401063472032547,"is strangely sad about LiLo and SamRo breaking up. @pauloCanning  Well, they claim to have finished Home from Franklin street, I almost jumped over a fire. Someone kicked it before I could.  Jenny lost her shoe."
49,n,0.5577709078788757,1467820835,@tea oh! i'm so sorry  i didn't think about that before retweeting.,1 star,0.4439750611782074,"@tea oh! i'm so sorry  i didn't think about that before retweeting.@DonnieWahlberg Oh how I wish I could be there!! BUT I still have hope for an after party in HOUSTON!! Last concert, u gott do it! ",1 star,0.6525990962982178,"@tea oh! i'm so sorry  i didn't think about that before retweeting.@DonnieWahlberg Oh how I wish I could be there!! BUT I still have hope for an after party in HOUSTON!! Last concert, u gott do it! Duckling in famous children's book stolen from Boston's Public Garden - The Boston Globe http://tinyurl.com/dc2htx via @ShareThis OH NO!! "
50,n,0.5009214878082275,1467820863,Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are ,1 star,0.5722973346710205,Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are @Poohpot lmao im sorry poohpot i ate it all! ,1 star,0.6344999670982361,"Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are @Poohpot lmao im sorry poohpot i ate it all! FML: So much for seniority, bc of technological ineptness, I now have to &quot;register&quot; for classes AGAIN "
51,p,0.4002417027950287,1467820906,"@localtweeps Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you're scrolling the feed a lot. ",5 stars,0.3214923143386841,"@localtweeps Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you're scrolling the feed a lot. im looking forward to the new season of the hills  i've always hated kristin ",5 stars,0.3370600640773773,"@localtweeps Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you're scrolling the feed a lot. im looking forward to the new season of the hills  i've always hated kristin Wait should I eat?? Or be skinny for vegas!! I'm hungry! "
52,n,0.37530845403671265,1467821085,our duck and chicken are taking wayyy too long to hatch ,3 stars,0.30894526839256287,our duck and chicken are taking wayyy too long to hatch @diemel http://www.lequipe.fr/Tennis/MatchDirect/78752.html works for French   although based in US  !,2 stars,0.29667097330093384,"our duck and chicken are taking wayyy too long to hatch @diemel http://www.lequipe.fr/Tennis/MatchDirect/78752.html works for French   although based in US  !@mrsevilgenius Now THAT I didn't think of. May have to try that tonight, if I can find the baby gate... and earplugs! She's a screamer "
53,n,0.7064590454101562,1467821338,"Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. ",1 star,0.2987937927246094,"Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. i love summer for a few reasons .. nice blue skies ... not alot of rain and wow the hot women .. wait i just love texas for that ",1 star,0.466169536113739,"Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. i love summer for a few reasons .. nice blue skies ... not alot of rain and wow the hot women .. wait i just love texas for that 20 minutes left in work ...Carrigans for dinner then home to play the Sims 3 ALL night.....! Cany wait! "
54,p,0.27030524611473083,1467821455,I need a hug ,4 stars,0.3178161680698395,I need a hug Going to meet my sis for lunch ,1 star,0.3877192735671997,I need a hug Going to meet my sis for lunch @David_Henrie *thats people mag haha i couldnt fit it all in.. i dont think those pictures ever made it in the magazine tho!  haha
55,n,0.624666690826416,1467821715,"@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy! ",1 star,0.5981752276420593,"@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy! @AgentMarcus nicht nur weekend, holiday!! ",1 star,0.5763942003250122,"@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy! @AgentMarcus nicht nur weekend, holiday!! ahh,haha  getting my hair cut todayyy "
56,n,0.28930437564849854,1467822384,@oanhLove I hate when that happens... ,2 stars,0.2716427147388458,@oanhLove I hate when that happens... @Stratos What you are seeing is how we work daily--which inevitably making us dependent on the method for *every* decision ,1 star,0.3637411296367645,@oanhLove I hate when that happens... @Stratos What you are seeing is how we work daily--which inevitably making us dependent on the method for *every* decision @cleders sorry...i was rooting for them too... 
57,m,0.41994988918304443,1467822389,"I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm",3 stars,0.3742755651473999,"I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmmIn sunny Sunderland for a wedding. Out tonight, England match tomorrow and wedding itself Sunday. Wedding in haunted house ",2 stars,0.4006681442260742,"I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmmIn sunny Sunderland for a wedding. Out tonight, England match tomorrow and wedding itself Sunday. Wedding in haunted house missed Brent at praise band.  No fun to not have your lead guitarist. &lt;pout&gt;"
58,n,0.474357545375824,1467822519,Ugh....92 degrees tomorrow ,1 star,0.6225497126579285,Ugh....92 degrees tomorrow I wanna sneak into the zoo and play with the kitties ,1 star,0.4578293263912201,Ugh....92 degrees tomorrow I wanna sneak into the zoo and play with the kitties getting annoyed easily today  &gt;&gt;&gt; biofuel proposal: getting annoyed easily today  &gt;&gt;&gt; biof.. http://tinyurl.com/ceprvs
59,n,0.23254920542240143,1467822522,Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.,5 stars,0.47263234853744507,Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.Love is the reason. Spread the word. ,1 star,0.6020219922065735,"Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.Love is the reason. Spread the word. hey, I actually won one of my bracket pools! Too bad it wasn't the one for money "
60,n,0.4427225589752197,1467822687,"@BatManYNG I miss my ps3, it's out of commission  Wutcha playing? Have you copped 'Blood On The Sand'?",1 star,0.434739351272583,"@BatManYNG I miss my ps3, it's out of commission  Wutcha playing? Have you copped 'Blood On The Sand'?@DawnDelRusso Thanks, sweetie! ",1 star,0.47883862257003784,"@BatManYNG I miss my ps3, it's out of commission  Wutcha playing? Have you copped 'Blood On The Sand'?@DawnDelRusso Thanks, sweetie! My tummy hurts.  I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!"
