,original_label,score_x,twitter_id,Comments_x,MR1_label,score_y,Comments_y,MR2_label,score,Comments
21,n,0.6087867617607117,1467813992,"one of my friend called me, and asked to meet with her at Mid Valley today...but i've no time *sigh* ",Neutral,0.4857082962989807,"one of my friend called me, and asked to meet with her at Mid Valley today...but i've no time *sigh* @downwithdesign Very tempting indeed ",Negative,0.5801272988319397,"one of my friend called me, and asked to meet with her at Mid Valley today...but i've no time *sigh* @downwithdesign Very tempting indeed our duck and chicken are taking wayyy too long to hatch "
22,m,0.6540990471839905,1467814119,@angry_barista I baked you a cake but I ated it ,Positive,0.6752297878265381,@angry_barista I baked you a cake but I ated it @CaitlinOConnor i want tacos and margarhitas  telll gay i say hello&lt;3,Neutral,0.4634047746658325,@angry_barista I baked you a cake but I ated it @CaitlinOConnor i want tacos and margarhitas  telll gay i say hello&lt;3@akalostangel At least you can talk about your problems. 
23,n,0.9002416133880615,1467814180,this week is not going as i had hoped ,Positive,0.6724565625190735,this week is not going as i had hoped @Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... ,Negative,0.5256222486495972,"this week is not going as i had hoped @Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... @goodlaura What about Reese dying on #TTSC? And season finale next week.  #24 boring, Madame President is a crazy woman."
24,m,0.9467619061470032,1467814192,blagh class at 8 tomorrow ,Positive,0.9604063630104065,"blagh class at 8 tomorrow @Stev02008 he's still only about 6 months old, so puppy hyper. Should be fun, but have a feeling I'm going to be happy to hand him back ",Positive,0.9261046648025513,"blagh class at 8 tomorrow @Stev02008 he's still only about 6 months old, so puppy hyper. Should be fun, but have a feeling I'm going to be happy to hand him back http://twitpic.com/2y36e - cant see the flowers falling  i dont have a camera, just my cellphone"
25,n,0.9037160873413086,1467814438,I hate when I have to call and wake people up ,Negative,0.6438211798667908,"I hate when I have to call and wake people up Work is finished, @b13thy 's spider has been liberated, cash has been banked and proper chip shop chips will be consumed shortly. TGIF. ",Negative,0.6550211906433105,"I hate when I have to call and wake people up Work is finished, @b13thy 's spider has been liberated, cash has been banked and proper chip shop chips will be consumed shortly. TGIF. @DonnieWahlberg I hope i can make it to the auburn show. but its not looking good for me "
26,m,0.4954172372817993,1467814783,Just going to cry myself to sleep after watching Marley and Me.  ,Positive,0.8771892189979553,"Just going to cry myself to sleep after watching Marley and Me.  @geuis Cool, thanks,  glad I could help ",Positive,0.6157253980636597,"Just going to cry myself to sleep after watching Marley and Me.  @geuis Cool, thanks,  glad I could help anyone who reads this pray for my Grandma. She's in pain "
27,n,0.8863521814346313,1467814883,im sad now  Miss.Lilly,Negative,0.5463635325431824,im sad now  Miss.Lillythe packing begins!!!!!! feeling good ,Negative,0.4154893159866333,im sad now  Miss.Lillythe packing begins!!!!!! feeling good @twista202 I still haven't read the 9th&amp;10th Princess diaries  Saving Francesca made me cry at the end. Hmm those are easy books.
28,m,0.41658705472946167,1467815199,ooooh.... LOL  that leslie.... and ok I won't do it again so leslie won't  get mad again ,Positive,0.6024957299232483,ooooh.... LOL  that leslie.... and ok I won't do it again so leslie won't  get mad again good morning ,Positive,0.588218092918396,ooooh.... LOL  that leslie.... and ok I won't do it again so leslie won't  get mad again good morning Awwh babs... you look so sad underneith that shop entrance of &quot;Yesterday's Musik&quot;  O-: I like the look of the new transformer movie 
29,n,0.9255715012550354,1467815753,Meh... Almost Lover is the exception... this track gets me depressed every time. ,Negative,0.6542460322380066,Meh... Almost Lover is the exception... this track gets me depressed every time. @motif83 Go for it! ,Negative,0.7838810086250305,Meh... Almost Lover is the exception... this track gets me depressed every time. @motif83 Go for it! No picnic  my phone smells like citrus.
30,n,0.8484457731246948,1467815923,some1 hacked my account on aim  now i have to make a new one,Negative,0.34241366386413574,some1 hacked my account on aim  now i have to make a new oneAnother city another awards show - off to the Step Up Inspiration Awards. Can't wait to retire my Spanx at the end of the week! ,Negative,0.8811572194099426,some1 hacked my account on aim  now i have to make a new oneAnother city another awards show - off to the Step Up Inspiration Awards. Can't wait to retire my Spanx at the end of the week! @onemoreproject that is lame 
31,m,0.6737673878669739,1467815924,@alielayus I want to go to promote GEAR AND GROOVE but unfornately no ride there  I may b going to the one in Anaheim in May though,Positive,0.6334882974624634,"@alielayus I want to go to promote GEAR AND GROOVE but unfornately no ride there  I may b going to the one in Anaheim in May thoughGood Morning San Francisco: http://twitpic.com/6od4z (view from my room), ok, it ain't great...but it's SF...so I am happy ",Neutral,0.46423596143722534,"@alielayus I want to go to promote GEAR AND GROOVE but unfornately no ride there  I may b going to the one in Anaheim in May thoughGood Morning San Francisco: http://twitpic.com/6od4z (view from my room), ok, it ain't great...but it's SF...so I am happy @Berrykeller how about this? twit longer ... list all names there not even shown here  http://www.twitlonger.com/"
32,m,0.4587436318397522,1467815988,thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon! ,Positive,0.9561748504638672,thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon! 6 years and counting today!  time really DOES fly when you're having fun.  yabyu! @cates,Positive,0.8763692378997803,thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon! 6 years and counting today!  time really DOES fly when you're having fun.  yabyu! @catesUh oh... I think I am getting sick 
33,p,0.983343243598938,1467816149,@julieebaby awe i love you too!!!! 1 am here  i miss you,Positive,0.9787307381629944,"@julieebaby awe i love you too!!!! 1 am here  i miss you@McFly_Quebec Don't worry, we'll talking tonight  Wizz when you'll be back . xX",Positive,0.9599663019180298,"@julieebaby awe i love you too!!!! 1 am here  i miss you@McFly_Quebec Don't worry, we'll talking tonight  Wizz when you'll be back . xXlike 30H3 says ... dont trust a ho "
34,n,0.5910394191741943,1467816665,@HumpNinja I cry my asian eyes to sleep at night ,Positive,0.8433486819267273,@HumpNinja I cry my asian eyes to sleep at night @skprkc lol.  yes!  I like it.   That will teach him to piss off woodland creatures. #smckc,Positive,0.6223840713500977,@HumpNinja I cry my asian eyes to sleep at night @skprkc lol.  yes!  I like it.   That will teach him to piss off woodland creatures. #smckci hate to see the spartans so sad 
35,n,0.9139299988746643,1467816749,ok I'm sick and spent an hour sitting in the shower cause I was too sick to stand and held back the puke like a champ. BED now ,Negative,0.7260352969169617,"ok I'm sick and spent an hour sitting in the shower cause I was too sick to stand and held back the puke like a champ. BED now Today's gonna be a good day, cause I said it's gonna be a good day ",Negative,0.834175169467926,"ok I'm sick and spent an hour sitting in the shower cause I was too sick to stand and held back the puke like a champ. BED now Today's gonna be a good day, cause I said it's gonna be a good day Aww, Sandra Cantu is found dead in a suitcase  Missing children stories never seem to go good. Poor family."
36,n,0.9387182593345642,1467817225,@cocomix04 ill tell ya the story later  not a good day and ill be workin for like three more hours...,Negative,0.8136539459228516,@cocomix04 ill tell ya the story later  not a good day and ill be workin for like three more hours...I think I'm still full from dinner last night! Thanks Mel ,Negative,0.8225599527359009,"@cocomix04 ill tell ya the story later  not a good day and ill be workin for like three more hours...I think I'm still full from dinner last night! Thanks Mel @ellievolia If oooonly we were really so lucky, eh? And awh  Definitely too early for work."
37,m,0.524630606174469,1467817374,@MissXu sorry! bed time came here (GMT+1)   http://is.gd/fNge,Positive,0.984207272529602,@MissXu sorry! bed time came here (GMT+1)   http://is.gd/fNgewhoa this day is going fast!! getting good things done...@FestivalGR is outside and calling my name! can't wait to go down there. ,Positive,0.9729564785957336,@MissXu sorry! bed time came here (GMT+1)   http://is.gd/fNgewhoa this day is going fast!! getting good things done...@FestivalGR is outside and calling my name! can't wait to go down there. Is still nursing my Nile but glad he is feeling better. I hate when my baby is sick 
38,n,0.935534656047821,1467817502,@fleurylis I don't either. Its depressing. I don't think I even want to know about the kids in suitcases. ,Negative,0.6273552775382996,@fleurylis I don't either. Its depressing. I don't think I even want to know about the kids in suitcases. I miss him.  Can't wait to celebrate the Tar Heel win this weekend though!!,Negative,0.566188633441925,@fleurylis I don't either. Its depressing. I don't think I even want to know about the kids in suitcases. I miss him.  Can't wait to celebrate the Tar Heel win this weekend though!!@twista202 I still haven't read the 9th&amp;10th Princess diaries  Saving Francesca made me cry at the end. Hmm those are easy books.
39,p,0.5394348502159119,1467818007,Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend ,Negative,0.43759843707084656,Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend Had a nice run  Now for Optometrist :/,Positive,0.5014674663543701,Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend Had a nice run  Now for Optometrist :/Living not downtown sure isn't much fun.  
40,n,0.7937057018280029,1467818020,really don't feel like getting up today... but got to study to for tomorrows practical exam... ,Positive,0.5830137133598328,really don't feel like getting up today... but got to study to for tomorrows practical exam... I miss him.  Can't wait to celebrate the Tar Heel win this weekend though!!,Positive,0.5524235367774963,really don't feel like getting up today... but got to study to for tomorrows practical exam... I miss him.  Can't wait to celebrate the Tar Heel win this weekend though!!I'm afraid I had bad code. 
41,n,0.5328792929649353,1467818481,He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart ,Positive,0.9581931233406067,He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart 6 Exams down  Birthday on Monday  Can't WAIT &lt;33,Positive,0.9478345513343811,"He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart 6 Exams down  Birthday on Monday  Can't WAIT &lt;33My tummy hurts.  I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!"
42,n,0.9397854804992676,1467818603,"Sad, sad, sad. I don't know why but I hate this feeling  I wanna sleep and I still can't!",Negative,0.6023619174957275,"Sad, sad, sad. I don't know why but I hate this feeling  I wanna sleep and I still can't!I miss him.  Can't wait to celebrate the Tar Heel win this weekend though!!",Negative,0.5631099343299866,"Sad, sad, sad. I don't know why but I hate this feeling  I wanna sleep and I still can't!I miss him.  Can't wait to celebrate the Tar Heel win this weekend though!!haha jills a sleep i have taken over her computer... next her room haha.. WAKE UP JILLY.... before ur room is all messed up... even more "
43,p,0.46669191122055054,1467818900,@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it ,Positive,0.7004907727241516,@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it @TKWatson1 I aim to please ,Negative,0.6086603403091431,@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it @TKWatson1 I aim to please I'm really cold. I don't want to go to sleep yet but there's nothing to do 
44,n,0.8676621317863464,1467819022,Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family.,Negative,0.7982885837554932,Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family.@xoxoJL They aren't robots. They're Batman &amp; Robin! ,Negative,0.9095659255981445,Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family.@xoxoJL They aren't robots. They're Batman &amp; Robin! Poor Joshy is sick???   those damn tejanos!
45,p,0.9779068231582642,1467819650,@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... ,Positive,0.9829422235488892,@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... Enjoying the rain ,Positive,0.914078414440155,@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... Enjoying the rain My Pookie has a UTI.  I have to be Nurse Gabbie and get him back to 100%!!! No more sodas!!!!!!!!!!!!!!
46,m,0.7429956793785095,1467819712,"Just checked my user timeline on my blackberry, it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?",Neutral,0.612062394618988,"Just checked my user timeline on my blackberry, it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?is in love with scrappy and is missin him already ",Negative,0.6539164781570435,"Just checked my user timeline on my blackberry, it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?is in love with scrappy and is missin him already @januarycrimson Sorry, babe!!  My fam annoys me too. Thankfully, they're asleep right now. Muahaha. *evil laugh*"
47,m,0.40400078892707825,1467819812,Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it ,Positive,0.6865687370300293,"Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it @Timberwolf123 Hey, a girl can look ya know. I just appreciate, that's all. ",Positive,0.4110206663608551,"Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it @Timberwolf123 Hey, a girl can look ya know. I just appreciate, that's all. is strangely sad about LiLo and SamRo breaking up. "
48,n,0.681729257106781,1467820206,is strangely sad about LiLo and SamRo breaking up. ,Positive,0.6172764301300049,is strangely sad about LiLo and SamRo breaking up. @opentheharbors sweet...thanks for sharing   sometimes I forget just how amazing He is &amp; the things He's said to us!,Negative,0.5277143716812134,is strangely sad about LiLo and SamRo breaking up. @opentheharbors sweet...thanks for sharing   sometimes I forget just how amazing He is &amp; the things He's said to us!@JonathanRKnight I guess that's a no then. 
49,n,0.8436824679374695,1467820835,@tea oh! i'm so sorry  i didn't think about that before retweeting.,Positive,0.7800421118736267,"@tea oh! i'm so sorry  i didn't think about that before retweeting.TONIGHT- Derrick Carter @blucu - Djoon, Paris - roadblock alert, will be an awesome party! if you're in or near Paris, do it do it do it ",Negative,0.37176021933555603,"@tea oh! i'm so sorry  i didn't think about that before retweeting.TONIGHT- Derrick Carter @blucu - Djoon, Paris - roadblock alert, will be an awesome party! if you're in or near Paris, do it do it do it Uh oh... I think I am getting sick "
50,n,0.8243378400802612,1467820863,Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are ,Negative,0.4760933518409729,Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are Thank you for the #followfriday and back at ya!  @HJSWritergal @Fanny57 @frelle @crazyjohnkerecz @UrbanitySCMG @thekatalist,Negative,0.658565104007721,Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are Thank you for the #followfriday and back at ya!  @HJSWritergal @Fanny57 @frelle @crazyjohnkerecz @UrbanitySCMG @thekatalist@duchess_rebecca Man... intervention is soo sad 
51,n,0.8454146981239319,1467820906,"@localtweeps Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you're scrolling the feed a lot. ",Positive,0.5084795951843262,"@localtweeps Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you're scrolling the feed a lot. getting my butt kicked on this beautiful friday and then going SHOPPING.. need some new MAC makeup. What a glorious day so far  ",Positive,0.42012283205986023,"@localtweeps Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you're scrolling the feed a lot. getting my butt kicked on this beautiful friday and then going SHOPPING.. need some new MAC makeup. What a glorious day so far  @thefabriclab I feel ya my hamper oveflowing in my bedroom not to mention all the cloth diapers are dirty-happy Friday "
52,n,0.9019101858139038,1467821085,our duck and chicken are taking wayyy too long to hatch ,Neutral,0.43734169006347656,"our duck and chicken are taking wayyy too long to hatch Work is finished, @b13thy 's spider has been liberated, cash has been banked and proper chip shop chips will be consumed shortly. TGIF. ",Negative,0.5740174651145935,"our duck and chicken are taking wayyy too long to hatch Work is finished, @b13thy 's spider has been liberated, cash has been banked and proper chip shop chips will be consumed shortly. TGIF. @Starrbby too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks "
53,n,0.8157350420951843,1467821338,"Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. ",Negative,0.7172004580497742,"Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. @Styledefining Hi Whitney! ",Negative,0.9004135131835938,"Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. @Styledefining Hi Whitney! Dammit, episode 3 of Kings won't play for some reason  stopped in the middle now won't do anything"
54,m,0.5935342907905579,1467821455,I need a hug ,Positive,0.9305086731910706,"I need a hug On a lighter note, its friday! And I get to hang out with my Goddaughter tonight! ",Positive,0.6566543579101562,"I need a hug On a lighter note, its friday! And I get to hang out with my Goddaughter tonight! @NotAppealing Let's say hypothetically, the cost/length of education/training  is also the same across the board  (Not realistic, i know)"
55,n,0.7116551995277405,1467821715,"@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy! ",Negative,0.5933739542961121,"@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy! @lisamariemary Like the background ",Negative,0.8399024605751038,"@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy! @lisamariemary Like the background Hollis' death scene will hurt me severely to watch on film  wry is directors cut not out now?"
56,n,0.9321101307868958,1467822384,@oanhLove I hate when that happens... ,Negative,0.9408977627754211,@oanhLove I hate when that happens... IT'S FRIDAY!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ,Negative,0.9218693375587463,@oanhLove I hate when that happens... IT'S FRIDAY!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Whinging. My client&amp;boss don't understand English well. Rewrote some text unreadable. It's written by v. good writer&amp;reviewed correctly. 
57,n,0.8606152534484863,1467822389,"I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm",Negative,0.6556783318519592,"I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm@selenagomez hey thanks for adding me on bebo ",Negative,0.675613522529602,"I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm@selenagomez hey thanks for adding me on bebo Poor cameron (the hills) "
58,n,0.8792819976806641,1467822519,Ugh....92 degrees tomorrow ,Negative,0.7202868461608887,Ugh....92 degrees tomorrow @serenetan got leh...bright bright ,Negative,0.9086048603057861,Ugh....92 degrees tomorrow @serenetan got leh...bright bright @ozesteph1992 Shame to hear this Stephan 
