,original_label,score_x,twitter_id,Comments_x,MR1_label,score_y,Comments_y,MR2_label,score,Comments
13,m,0.994549572467804,1467812771,"@octolinz16 It it counts, idk why I did either. you never talk to me anymore ",LABEL_2,0.9852544069290161,"@octolinz16 It it counts, idk why I did either. you never talk to me anymore Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.",LABEL_2,0.9747915863990784,"@octolinz16 It it counts, idk why I did either. you never talk to me anymore Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.@miss_om Aww  I know I felt like that yesterday at work "
14,n,0.9939974546432495,1467812784,"@smarrison i would've been the first, but i didn't have a gun.    not really though, zac snyder's just a doucheclown.",LABEL_1,0.808809220790863,"@smarrison i would've been the first, but i didn't have a gun.    not really though, zac snyder's just a doucheclown.@michaelawarren you'll get there too one day MW   You're too talented not to! Keeping my eye on you Kyle and Bwhite. Keep the dreams alive",LABEL_0,0.9792140126228333,"@smarrison i would've been the first, but i didn't have a gun.    not really though, zac snyder's just a doucheclown.@michaelawarren you'll get there too one day MW   You're too talented not to! Keeping my eye on you Kyle and Bwhite. Keep the dreams aliveSHOOTING OUTSIDE MY HOUSE :O NOT KIDDING! So SCARED "
15,n,0.9943158030509949,1467812799,@iamjazzyfizzle I wish I got to watch it with you!! I miss you and @iamlilnicki  how was the premiere?!,LABEL_0,0.8808053731918335,@iamjazzyfizzle I wish I got to watch it with you!! I miss you and @iamlilnicki  how was the premiere?!@merrickmgt Thanks for the FollowFirday Taryn ,LABEL_0,0.9921050071716309,@iamjazzyfizzle I wish I got to watch it with you!! I miss you and @iamlilnicki  how was the premiere?!@merrickmgt Thanks for the FollowFirday Taryn What tragedy and disaster in the news this week 
16,n,0.9897828698158264,1467812964,Hollis' death scene will hurt me severely to watch on film  wry is directors cut not out now?,LABEL_0,0.9123084545135498,Hollis' death scene will hurt me severely to watch on film  wry is directors cut not out now?watching the MTV Movie Awards for the 5th time  ~ true friends are simple the best but hard to get (:,LABEL_0,0.8380705714225769,Hollis' death scene will hurt me severely to watch on film  wry is directors cut not out now?watching the MTV Movie Awards for the 5th time  ~ true friends are simple the best but hard to get (:i think my arms are sore from tennis 
17,m,0.9965710639953613,1467813137,about to file taxes ,LABEL_1,0.8327103853225708,about to file taxes New video card is DOA. ,LABEL_0,0.992004930973053,about to file taxes New video card is DOA. @bostongarden I miss bentley 
18,p,0.9943333864212036,1467813579,@LettyA ahh ive always wanted to see rent  love the soundtrack!!,LABEL_2,0.9964295029640198,@LettyA ahh ive always wanted to see rent  love the soundtrack!!@create4fun Morning people? They see in the cold light of day what you saw as a stroke on genius in the middle of the night. ,LABEL_1,0.9157547354698181,@LettyA ahh ive always wanted to see rent  love the soundtrack!!@create4fun Morning people? They see in the cold light of day what you saw as a stroke on genius in the middle of the night. @dannyvegasbaby danny im upset that i wasnt here to watch the live chat  i was in a car. for 3 hours on a trip im soooo upset!!
19,n,0.9799189567565918,1467813782,@FakerPattyPattz Oh dear. Were you drinking out of the forgotten table drinks? ,LABEL_1,0.9298052191734314,@FakerPattyPattz Oh dear. Were you drinking out of the forgotten table drinks? is alone downstairs...working ,LABEL_0,0.9881108999252319,@FakerPattyPattz Oh dear. Were you drinking out of the forgotten table drinks? is alone downstairs...working throat is closing up and i had some string cheese. not a good idea 
20,n,0.5921735167503357,1467813985,@alydesigns i was out most of the day so didn't get much done ,LABEL_1,0.9926292896270752,@alydesigns i was out most of the day so didn't get much done @mandayyy ,LABEL_1,0.9663739204406738,"@alydesigns i was out most of the day so didn't get much done @mandayyy why to we, the only school in the world, be in this week.My school is silly  anyway... look on the bright side. When i'm off, u will be in"
21,n,0.9713995456695557,1467813992,"one of my friend called me, and asked to meet with her at Mid Valley today...but i've no time *sigh* ",LABEL_2,0.996263325214386,"one of my friend called me, and asked to meet with her at Mid Valley today...but i've no time *sigh* @Timberwolf123 Hey, a girl can look ya know. I just appreciate, that's all. ",LABEL_2,0.6112467050552368,"one of my friend called me, and asked to meet with her at Mid Valley today...but i've no time *sigh* @Timberwolf123 Hey, a girl can look ya know. I just appreciate, that's all. @nicolerichie OH MY YES!! i miss "
22,n,0.9933165311813354,1467814119,@angry_barista I baked you a cake but I ated it ,LABEL_2,0.992090106010437,@angry_barista I baked you a cake but I ated it @lisarinna: Ahh a lot of people still love you and I def want to read your book ,LABEL_2,0.9934508800506592,@angry_barista I baked you a cake but I ated it @lisarinna: Ahh a lot of people still love you and I def want to read your book Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435
23,n,0.9620634913444519,1467814180,this week is not going as i had hoped ,LABEL_2,0.9833110570907593,this week is not going as i had hoped @YoungQ Morning Rob!!  Blessings and have a great day too!! ,LABEL_2,0.9839509725570679,this week is not going as i had hoped @YoungQ Morning Rob!!  Blessings and have a great day too!! ugh. cant sleep. its 1:30am. 
24,n,0.5844972133636475,1467814192,blagh class at 8 tomorrow ,LABEL_2,0.7753086686134338,blagh class at 8 tomorrow @TexasMisty @IamSucceeding @kellydmahaffey @KCLAnderson @fitnewbie @PatBarone Thanks for the FF mention ,LABEL_0,0.9177144765853882,blagh class at 8 tomorrow @TexasMisty @IamSucceeding @kellydmahaffey @KCLAnderson @fitnewbie @PatBarone Thanks for the FF mention @bananaface IM SORRY I GOT YOU SICK.  lol. going to bed too. NIGHT!
25,n,0.9947563409805298,1467814438,I hate when I have to call and wake people up ,LABEL_2,0.6606639623641968,I hate when I have to call and wake people up THE PPL @ T-MOBiLE ARE ALWAYS SO NiCE &amp;&amp; THEY ALWAYS FiX ANY PROBLEMS PROMPTLY. ,LABEL_1,0.8444204926490784,"I hate when I have to call and wake people up THE PPL @ T-MOBiLE ARE ALWAYS SO NiCE &amp;&amp; THEY ALWAYS FiX ANY PROBLEMS PROMPTLY. @haynes_dave my life is a hangover, dave.  "
26,n,0.8833982944488525,1467814783,Just going to cry myself to sleep after watching Marley and Me.  ,LABEL_1,0.9838871359825134,Just going to cry myself to sleep after watching Marley and Me.  @buckhollywood smile ,LABEL_1,0.6896052956581116,"Just going to cry myself to sleep after watching Marley and Me.  @buckhollywood smile My tummy hurts.  I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!"
27,n,0.9955400824546814,1467814883,im sad now  Miss.Lilly,LABEL_0,0.8889061212539673,im sad now  Miss.Lilly@create4fun Morning people? They see in the cold light of day what you saw as a stroke on genius in the middle of the night. ,LABEL_0,0.9943968057632446,im sad now  Miss.Lilly@create4fun Morning people? They see in the cold light of day what you saw as a stroke on genius in the middle of the night.  Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji
28,m,0.9918349981307983,1467815199,ooooh.... LOL  that leslie.... and ok I won't do it again so leslie won't  get mad again ,LABEL_2,0.502351701259613,ooooh.... LOL  that leslie.... and ok I won't do it again so leslie won't  get mad again watching the MTV Movie Awards for the 5th time  ~ true friends are simple the best but hard to get (:,LABEL_1,0.5455594062805176,"ooooh.... LOL  that leslie.... and ok I won't do it again so leslie won't  get mad again watching the MTV Movie Awards for the 5th time  ~ true friends are simple the best but hard to get (:@trishzw megafast trip, you have time during day tom/weds? Or, you going out tonight? Want to see you bad. Tried to warn you, tech fail "
29,n,0.9885011911392212,1467815753,Meh... Almost Lover is the exception... this track gets me depressed every time. ,LABEL_1,0.8800997138023376,Meh... Almost Lover is the exception... this track gets me depressed every time. Found a good song on #spotify : http://bit.ly/p8xts ,LABEL_0,0.9095215201377869,Meh... Almost Lover is the exception... this track gets me depressed every time. Found a good song on #spotify : http://bit.ly/p8xts @tea oh! i'm so sorry  i didn't think about that before retweeting.
30,n,0.9953874945640564,1467815923,some1 hacked my account on aim  now i have to make a new one,LABEL_2,0.9095401763916016,"some1 hacked my account on aim  now i have to make a new one@LizzyBee16 I knowww!! I barely watch anything on Nick and CN these days. I still watch Disney tho, well yeah, it's my favorite channel ",LABEL_0,0.9560000896453857,"some1 hacked my account on aim  now i have to make a new one@LizzyBee16 I knowww!! I barely watch anything on Nick and CN these days. I still watch Disney tho, well yeah, it's my favorite channel hey, I actually won one of my bracket pools! Too bad it wasn't the one for money "
31,m,0.96197909116745,1467815924,@alielayus I want to go to promote GEAR AND GROOVE but unfornately no ride there  I may b going to the one in Anaheim in May though,LABEL_2,0.7530999183654785,@alielayus I want to go to promote GEAR AND GROOVE but unfornately no ride there  I may b going to the one in Anaheim in May thoughGood morning twitterbugs!  it's friday! ,LABEL_0,0.9891876578330994,@alielayus I want to go to promote GEAR AND GROOVE but unfornately no ride there  I may b going to the one in Anaheim in May thoughGood morning twitterbugs!  it's friday! couldn't get shit done today ~ i'm so screwed 
32,m,0.9869803786277771,1467815988,thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon! ,LABEL_1,0.8188905715942383,thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon! I think I'm still full from dinner last night! Thanks Mel ,LABEL_0,0.9900110363960266,thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon! I think I'm still full from dinner last night! Thanks Mel stupid movies we watched... mirrors ugggggh... stooopeeed!!! rip off! 
33,m,0.9802371859550476,1467816149,@julieebaby awe i love you too!!!! 1 am here  i miss you,LABEL_1,0.9492701292037964,"@julieebaby awe i love you too!!!! 1 am here  i miss you@kyliecross An OB/GYN once told me that pregnancy lasts one month too long. After four, I can say I definitely agree! Yes, in Boston. ",LABEL_1,0.9580914378166199,"@julieebaby awe i love you too!!!! 1 am here  i miss you@kyliecross An OB/GYN once told me that pregnancy lasts one month too long. After four, I can say I definitely agree! Yes, in Boston. I don't understand... I really don't "
34,n,0.9898674488067627,1467816665,@HumpNinja I cry my asian eyes to sleep at night ,LABEL_2,0.9880151152610779,@HumpNinja I cry my asian eyes to sleep at night This is the best leather sofa in the world!  It's in the office though which means I'm still here working ,LABEL_2,0.979403555393219,@HumpNinja I cry my asian eyes to sleep at night This is the best leather sofa in the world!  It's in the office though which means I'm still here working @Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad 
35,n,0.9951979517936707,1467816749,ok I'm sick and spent an hour sitting in the shower cause I was too sick to stand and held back the puke like a champ. BED now ,LABEL_1,0.9670587778091431,"ok I'm sick and spent an hour sitting in the shower cause I was too sick to stand and held back the puke like a champ. BED now @makeherfamous hmm  , do u really enjoy being with him ? if the problems are too constants u should think things more , find someone ulike",LABEL_1,0.9486185312271118,"ok I'm sick and spent an hour sitting in the shower cause I was too sick to stand and held back the puke like a champ. BED now @makeherfamous hmm  , do u really enjoy being with him ? if the problems are too constants u should think things more , find someone ulikesooo sick of the snow  ughh"
36,n,0.9665759205818176,1467817225,@cocomix04 ill tell ya the story later  not a good day and ill be workin for like three more hours...,LABEL_1,0.9361348748207092,"@cocomix04 ill tell ya the story later  not a good day and ill be workin for like three more hours...@debbieskerten how lovely! Reminds me,  am getting a Norfolk fix soon. Heading to North Norfolk before week in Centre Parcs - can't wait. ",LABEL_1,0.9615118503570557,"@cocomix04 ill tell ya the story later  not a good day and ill be workin for like three more hours...@debbieskerten how lovely! Reminds me,  am getting a Norfolk fix soon. Heading to North Norfolk before week in Centre Parcs - can't wait. @nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. "
37,n,0.9948712587356567,1467817374,@MissXu sorry! bed time came here (GMT+1)   http://is.gd/fNge,LABEL_0,0.9061304926872253,@MissXu sorry! bed time came here (GMT+1)   http://is.gd/fNgeCan't wait for sunday  gonna be so good,LABEL_0,0.9885070323944092,@MissXu sorry! bed time came here (GMT+1)   http://is.gd/fNgeCan't wait for sunday  gonna be so goodWatching Who Framed Roger Rabbit. Makes me miss Toon Town. 
38,n,0.9936322569847107,1467817502,@fleurylis I don't either. Its depressing. I don't think I even want to know about the kids in suitcases. ,LABEL_1,0.9794182777404785,@fleurylis I don't either. Its depressing. I don't think I even want to know about the kids in suitcases. @SamLuminate Thanks for the reply  It's great that you are sharing God's love on here. You never know who God will touch through you ,LABEL_1,0.9668667912483215,@fleurylis I don't either. Its depressing. I don't think I even want to know about the kids in suitcases. @SamLuminate Thanks for the reply  It's great that you are sharing God's love on here. You never know who God will touch through you @Sara_Kate Im afraid too  ( ur reply about uni from ages ago
39,n,0.9955633878707886,1467818007,Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend ,LABEL_0,0.9909842014312744,Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend @downwithdesign Very tempting indeed ,LABEL_0,0.9921860694885254,Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend @downwithdesign Very tempting indeed laying in bed with no voice.. 
40,n,0.9870173335075378,1467818020,really don't feel like getting up today... but got to study to for tomorrows practical exam... ,LABEL_2,0.9720046520233154,really don't feel like getting up today... but got to study to for tomorrows practical exam... @blarkness word... thanks girl!  safe travels... have fun ,LABEL_1,0.8143996596336365,really don't feel like getting up today... but got to study to for tomorrows practical exam... @blarkness word... thanks girl!  safe travels... have fun Still 3 more days until my Internet gets uncapped 
41,n,0.9596704244613647,1467818481,He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart ,LABEL_2,0.9634711742401123,He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.,LABEL_1,0.9755563139915466,"He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. "
42,n,0.9955920577049255,1467818603,"Sad, sad, sad. I don't know why but I hate this feeling  I wanna sleep and I still can't!",LABEL_0,0.9701575636863708,"Sad, sad, sad. I don't know why but I hate this feeling  I wanna sleep and I still can't!This trolley has up packed in like sardines! Padre game and they REMOVE a car?! Good call MTS ",LABEL_0,0.9808339476585388,"Sad, sad, sad. I don't know why but I hate this feeling  I wanna sleep and I still can't!This trolley has up packed in like sardines! Padre game and they REMOVE a car?! Good call MTS is strangely sad about LiLo and SamRo breaking up. "
43,n,0.9836902022361755,1467818900,@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it ,LABEL_1,0.9354782104492188,@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it This trolley has up packed in like sardines! Padre game and they REMOVE a car?! Good call MTS ,LABEL_1,0.7504270672798157,"@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it This trolley has up packed in like sardines! Padre game and they REMOVE a car?! Good call MTS @Marge_Inovera I tried tweetdeck once and I hated it with a passion. Or it hated me, I'm not sure... "
44,n,0.9952345490455627,1467819022,Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family.,LABEL_0,0.9732233285903931,Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family.Thank you for the #followfriday and back at ya!  @HJSWritergal @Fanny57 @frelle @crazyjohnkerecz @UrbanitySCMG @thekatalist,LABEL_0,0.9857134819030762,Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family.Thank you for the #followfriday and back at ya!  @HJSWritergal @Fanny57 @frelle @crazyjohnkerecz @UrbanitySCMG @thekatalistthroat is closing up and i had some string cheese. not a good idea 
45,m,0.8421226739883423,1467819650,@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... ,LABEL_2,0.9434968829154968,@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... @senoritajulia Well then we should go sometime! Yay for lunch specials! ,LABEL_1,0.9726459383964539,@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... @senoritajulia Well then we should go sometime! Yay for lunch specials! I miss watching Rocko's Modern Life. 
46,m,0.9953781366348267,1467819712,"Just checked my user timeline on my blackberry, it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?",LABEL_2,0.8541198372840881,"Just checked my user timeline on my blackberry, it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.",LABEL_2,0.7092885971069336,"Just checked my user timeline on my blackberry, it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.@RyanSeacrest is it just me, or she hates anoop. i mean seriously, she's kinda mean to him. "
47,n,0.9951836466789246,1467819812,Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it ,LABEL_1,0.9454641342163086,Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it @djsfs Have a safe one... GOD BLESS!!! XOXO ,LABEL_0,0.9582763910293579,"Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it @djsfs Have a safe one... GOD BLESS!!! XOXO @KishoreK this is strange, illegal torrents avlbl everywhere, legal DVD not in stock  What do I do now???"
48,n,0.9945161938667297,1467820206,is strangely sad about LiLo and SamRo breaking up. ,LABEL_1,0.8885453939437866,is strangely sad about LiLo and SamRo breaking up. @entreprediva @CesLSU @liz777ann2 @ImaNicePerson @ChipEFT @ByDezin Thank you for #followfriday luv ,LABEL_0,0.9893051385879517,is strangely sad about LiLo and SamRo breaking up. @entreprediva @CesLSU @liz777ann2 @ImaNicePerson @ChipEFT @ByDezin Thank you for #followfriday luv @mediocre_mum that's not a problem...that's a disaster 
49,n,0.9951100945472717,1467820835,@tea oh! i'm so sorry  i didn't think about that before retweeting.,LABEL_1,0.9044143557548523,@tea oh! i'm so sorry  i didn't think about that before retweeting.@cam001 Courage ,LABEL_1,0.8210764527320862,@tea oh! i'm so sorry  i didn't think about that before retweeting.@cam001 Courage He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart 
50,n,0.7506349682807922,1467820863,Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are ,LABEL_1,0.6081234216690063,Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are Little Joy tonight! I'm pumped ,LABEL_1,0.7851534485816956,Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are Little Joy tonight! I'm pumped Getting eyebrows waxed. More pain 
51,m,0.9965372085571289,1467820906,"@localtweeps Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you're scrolling the feed a lot. ",LABEL_2,0.9908719658851624,"@localtweeps Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you're scrolling the feed a lot. Thanks for bursting my bubble ",LABEL_2,0.9823381900787354,"@localtweeps Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you're scrolling the feed a lot. Thanks for bursting my bubble trying to reduce the number of cigarettes in each day! "
52,n,0.9642853140830994,1467821085,our duck and chicken are taking wayyy too long to hatch ,LABEL_2,0.9860554933547974,"our duck and chicken are taking wayyy too long to hatch @stephenofficial hvent see you twit for a while.must b having busy day uh? do take care,and hv a lovely friday ",LABEL_1,0.9460048079490662,"our duck and chicken are taking wayyy too long to hatch @stephenofficial hvent see you twit for a while.must b having busy day uh? do take care,and hv a lovely friday RIP Sandra....its so sad    how can someone do something like that??"
53,n,0.9947506785392761,1467821338,"Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. ",LABEL_1,0.9087786674499512,"Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. Relaxing ",LABEL_0,0.9955790638923645,"Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. Relaxing couldn't get shit done today ~ i'm so screwed "
54,m,0.9023234844207764,1467821455,I need a hug ,LABEL_2,0.9038221836090088,I need a hug New video card is DOA. ,LABEL_0,0.9828959703445435,I need a hug New video card is DOA. my nokia 1110 died..  
55,n,0.9952508211135864,1467821715,"@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy! ",LABEL_0,0.9558440446853638,"@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy! @create4fun Morning people? They see in the cold light of day what you saw as a stroke on genius in the middle of the night. ",LABEL_0,0.9917659163475037,"@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy! @create4fun Morning people? They see in the cold light of day what you saw as a stroke on genius in the middle of the night. @stustone Your show is whack. Way worse than whack, it's wiggety-whack.    :*(:*(:*("
56,n,0.9950679540634155,1467822384,@oanhLove I hate when that happens... ,LABEL_1,0.9480909109115601,"@oanhLove I hate when that happens... @kelly_straycat  btw, THANK YOU SOOOO MUCH FOR  THAT PLUG FROM BEFORE!!!! i was wondering where the twitter requests was coming from ",LABEL_1,0.8964890837669373,"@oanhLove I hate when that happens... @kelly_straycat  btw, THANK YOU SOOOO MUCH FOR  THAT PLUG FROM BEFORE!!!! i was wondering where the twitter requests was coming from No phantasy star yesterday  going to work..."
57,n,0.958825409412384,1467822389,"I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm",LABEL_1,0.8270342350006104,"I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm@acjudge thanks sweetie. Hope all is well ",LABEL_1,0.9883025288581848,"I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm@acjudge thanks sweetie. Hope all is well yea it is so quiet around here cuz everyone has to work im bored to death with nobody to talk to "
